species,cell,scenario,delta
Umbellularia californica,5,2061-2080_rcp45_HadGEM2-ES,-0.060866713523864746
Umbellularia californica,6,2061-2080_rcp45_HadGEM2-ES,-0.037322938442230225
Umbellularia californica,7,2061-2080_rcp45_HadGEM2-ES,-0.035571932792663574
Umbellularia californica,8,2061-2080_rcp45_HadGEM2-ES,-0.06428384780883789
Umbellularia californica,9,2061-2080_rcp45_HadGEM2-ES,-0.06269973516464233
Umbellularia californica,10,2061-2080_rcp45_HadGEM2-ES,-0.021931171417236328
Umbellularia californica,11,2061-2080_rcp45_HadGEM2-ES,-0.015603959560394287
Umbellularia californica,12,2061-2080_rcp45_HadGEM2-ES,-0.014323413372039795
Umbellularia californica,13,2061-2080_rcp45_HadGEM2-ES,-0.19690603017807007
Umbellularia californica,14,2061-2080_rcp45_HadGEM2-ES,-0.14640402793884277
Umbellularia californica,15,2061-2080_rcp45_HadGEM2-ES,-0.14382702112197876
Umbellularia californica,16,2061-2080_rcp45_HadGEM2-ES,-0.0896558165550232
Umbellularia californica,17,2061-2080_rcp45_HadGEM2-ES,-0.06522864103317261
Umbellularia californica,18,2061-2080_rcp45_HadGEM2-ES,-0.037233054637908936
Umbellularia californica,19,2061-2080_rcp45_HadGEM2-ES,-0.011836528778076172
Umbellularia californica,1,2061-2080_rcp45_MIROC5,-0.009934484958648682
Umbellularia californica,2,2061-2080_rcp45_MIROC5,-0.003016829490661621
Umbellularia californica,3,2061-2080_rcp45_MIROC5,-0.005945324897766113
Umbellularia californica,4,2061-2080_rcp45_MIROC5,-0.004376530647277832
Umbellularia californica,5,2061-2080_rcp45_MIROC5,-0.005347728729248047
Umbellularia californica,6,2061-2080_rcp45_MIROC5,-0.004136979579925537
Umbellularia californica,7,2061-2080_rcp45_MIROC5,0.010629475116729736
Umbellularia californica,8,2061-2080_rcp45_MIROC5,0.00865471363067627
Umbellularia californica,9,2061-2080_rcp45_MIROC5,-0.010261118412017822
Umbellularia californica,10,2061-2080_rcp45_MIROC5,-0.013753116130828857
Umbellularia californica,11,2061-2080_rcp45_MIROC5,0.002551734447479248
Umbellularia californica,12,2061-2080_rcp45_MIROC5,0.015679597854614258
Umbellularia californica,13,2061-2080_rcp45_MIROC5,-0.011299431324005127
Umbellularia californica,14,2061-2080_rcp45_MIROC5,-0.008595108985900879
Umbellularia californica,15,2061-2080_rcp45_MIROC5,-0.00583195686340332
Umbellularia californica,16,2061-2080_rcp45_MIROC5,-0.0036374330520629883
Umbellularia californica,17,2061-2080_rcp45_MIROC5,0.0013195276260375977
Umbellularia californica,18,2061-2080_rcp45_MIROC5,0.0033937692642211914
Umbellularia californica,19,2061-2080_rcp45_MIROC5,0.008992493152618408
Umbellularia californica,1,2061-2080_rcp85_CanESM2,-0.6800053417682648
Umbellularia californica,2,2061-2080_rcp85_CanESM2,-0.6009343564510345
Umbellularia californica,3,2061-2080_rcp85_CanESM2,-0.6061083674430847
Umbellularia californica,4,2061-2080_rcp85_CanESM2,-0.5056626498699188
Umbellularia californica,5,2061-2080_rcp85_CanESM2,-0.28360533714294434
Umbellularia californica,6,2061-2080_rcp85_CanESM2,-0.2080487608909607
Umbellularia californica,7,2061-2080_rcp85_CanESM2,-0.23971664905548096
Umbellularia californica,8,2061-2080_rcp85_CanESM2,-0.35040712356567383
Umbellularia californica,9,2061-2080_rcp85_CanESM2,-0.28444206714630127
Umbellularia californica,10,2061-2080_rcp85_CanESM2,-0.16113221645355225
Umbellularia californica,11,2061-2080_rcp85_CanESM2,-0.14745062589645386
Umbellularia californica,12,2061-2080_rcp85_CanESM2,-0.17659497261047363
Umbellularia californica,13,2061-2080_rcp85_CanESM2,-0.5744583904743195
Umbellularia californica,14,2061-2080_rcp85_CanESM2,-0.49392229318618774
Umbellularia californica,15,2061-2080_rcp85_CanESM2,-0.48967882990837097
Umbellularia californica,16,2061-2080_rcp85_CanESM2,-0.40838509798049927
Umbellularia californica,17,2061-2080_rcp85_CanESM2,-0.31421583890914917
Umbellularia californica,18,2061-2080_rcp85_CanESM2,-0.25658971071243286
Umbellularia californica,19,2061-2080_rcp85_CanESM2,-0.14699184894561768
Umbellularia californica,1,2061-2080_rcp85_CNRM-CM5,-0.5218689739704132
Umbellularia californica,2,2061-2080_rcp85_CNRM-CM5,-0.44886425137519836
Umbellularia californica,3,2061-2080_rcp85_CNRM-CM5,-0.41311073303222656
Umbellularia californica,4,2061-2080_rcp85_CNRM-CM5,-0.30637431144714355
Umbellularia californica,5,2061-2080_rcp85_CNRM-CM5,-0.1582728624343872
Umbellularia californica,6,2061-2080_rcp85_CNRM-CM5,-0.10943740606307983
Umbellularia californica,7,2061-2080_rcp85_CNRM-CM5,-0.15959614515304565
Umbellularia californica,8,2061-2080_rcp85_CNRM-CM5,-0.30834078788757324
Umbellularia californica,9,2061-2080_rcp85_CNRM-CM5,-0.14099472761154175
Umbellularia californica,10,2061-2080_rcp85_CNRM-CM5,-0.0675538182258606
Umbellularia californica,11,2061-2080_rcp85_CNRM-CM5,-0.08133190870285034
Umbellularia californica,12,2061-2080_rcp85_CNRM-CM5,-0.13072234392166138
Umbellularia californica,13,2061-2080_rcp85_CNRM-CM5,-0.3837481737136841
Umbellularia californica,14,2061-2080_rcp85_CNRM-CM5,-0.3079792261123657
Umbellularia californica,15,2061-2080_rcp85_CNRM-CM5,-0.34010636806488037
Umbellularia californica,16,2061-2080_rcp85_CNRM-CM5,-0.2346665859222412
Umbellularia californica,17,2061-2080_rcp85_CNRM-CM5,-0.19766300916671753
Umbellularia californica,18,2061-2080_rcp85_CNRM-CM5,-0.14213186502456665
Umbellularia californica,19,2061-2080_rcp85_CNRM-CM5,-0.09298264980316162
Umbellularia californica,1,2061-2080_rcp85_HadGEM2-ES,-0.6764884293079376
Umbellularia californica,2,2061-2080_rcp85_HadGEM2-ES,-0.590438723564148
Umbellularia californica,3,2061-2080_rcp85_HadGEM2-ES,-0.5585100054740906
Umbellularia californica,4,2061-2080_rcp85_HadGEM2-ES,-0.45008617639541626
Umbellularia californica,5,2061-2080_rcp85_HadGEM2-ES,-0.26002734899520874
Umbellularia californica,6,2061-2080_rcp85_HadGEM2-ES,-0.18347102403640747
Umbellularia californica,7,2061-2080_rcp85_HadGEM2-ES,-0.23653769493103027
Umbellularia californica,8,2061-2080_rcp85_HadGEM2-ES,-0.42389529943466187
Umbellularia californica,9,2061-2080_rcp85_HadGEM2-ES,-0.23525166511535645
Umbellularia californica,10,2061-2080_rcp85_HadGEM2-ES,-0.12244176864624023
Umbellularia californica,11,2061-2080_rcp85_HadGEM2-ES,-0.1319049596786499
Umbellularia californica,12,2061-2080_rcp85_HadGEM2-ES,-0.1984989047050476
Umbellularia californica,13,2061-2080_rcp85_HadGEM2-ES,-0.521131157875061
Umbellularia californica,14,2061-2080_rcp85_HadGEM2-ES,-0.43677812814712524
Umbellularia californica,15,2061-2080_rcp85_HadGEM2-ES,-0.4713036119937897
Umbellularia californica,16,2061-2080_rcp85_HadGEM2-ES,-0.34629541635513306
Umbellularia californica,17,2061-2080_rcp85_HadGEM2-ES,-0.2894976735115051
Umbellularia californica,18,2061-2080_rcp85_HadGEM2-ES,-0.21216779947280884
Umbellularia californica,19,2061-2080_rcp85_HadGEM2-ES,-0.14237433671951294
Umbellularia californica,1,2061-2080_rcp85_MIROC5,-0.18084615468978882
Umbellularia californica,2,2061-2080_rcp85_MIROC5,-0.10914385318756104
Umbellularia californica,3,2061-2080_rcp85_MIROC5,-0.09334921836853027
Umbellularia californica,4,2061-2080_rcp85_MIROC5,-0.05523437261581421
Umbellularia californica,5,2061-2080_rcp85_MIROC5,-0.016522586345672607
Umbellularia californica,6,2061-2080_rcp85_MIROC5,-0.0019655823707580566
Umbellularia californica,7,2061-2080_rcp85_MIROC5,-0.011836647987365723
Umbellularia californica,8,2061-2080_rcp85_MIROC5,-0.07303488254547119
Umbellularia californica,9,2061-2080_rcp85_MIROC5,-0.016143321990966797
Umbellularia californica,10,2061-2080_rcp85_MIROC5,-2.506375312805176e-4
Umbellularia californica,11,2061-2080_rcp85_MIROC5,0.005971729755401611
Umbellularia californica,12,2061-2080_rcp85_MIROC5,-0.004894614219665527
Umbellularia californica,13,2061-2080_rcp85_MIROC5,-0.0832444429397583
Umbellularia californica,14,2061-2080_rcp85_MIROC5,-0.05898463726043701
Umbellularia californica,15,2061-2080_rcp85_MIROC5,-0.05649542808532715
Umbellularia californica,16,2061-2080_rcp85_MIROC5,-0.0369681715965271
Umbellularia californica,17,2061-2080_rcp85_MIROC5,-0.024731814861297607
Umbellularia californica,18,2061-2080_rcp85_MIROC5,-0.010603725910186768
Umbellularia californica,19,2061-2080_rcp85_MIROC5,0.00499725341796875
Adenostoma fasciculatum,1,2061-2080_rcp45_CanESM2,-0.09149353206157684
Adenostoma fasciculatum,2,2061-2080_rcp45_CanESM2,-0.10730648040771484
Adenostoma fasciculatum,3,2061-2080_rcp45_CanESM2,-0.10991793870925903
Adenostoma fasciculatum,4,2061-2080_rcp45_CanESM2,-0.13139110803604126
Adenostoma fasciculatum,5,2061-2080_rcp45_CanESM2,-0.17188774049282074
Adenostoma fasciculatum,6,2061-2080_rcp45_CanESM2,-0.18182401359081268
Adenostoma fasciculatum,7,2061-2080_rcp45_CanESM2,-0.1199379563331604
Adenostoma fasciculatum,8,2061-2080_rcp45_CanESM2,0.027881741523742676
Adenostoma fasciculatum,9,2061-2080_rcp45_CanESM2,-0.1743483990430832
Adenostoma fasciculatum,10,2061-2080_rcp45_CanESM2,-0.20492057502269745
Adenostoma fasciculatum,11,2061-2080_rcp45_CanESM2,-0.17530086636543274
Adenostoma fasciculatum,12,2061-2080_rcp45_CanESM2,-0.08346951007843018
Adenostoma fasciculatum,13,2061-2080_rcp45_CanESM2,-0.12515568733215332
Adenostoma fasciculatum,14,2061-2080_rcp45_CanESM2,-0.13589860498905182
Adenostoma fasciculatum,15,2061-2080_rcp45_CanESM2,-0.1406826674938202
Adenostoma fasciculatum,16,2061-2080_rcp45_CanESM2,-0.1543542444705963
Adenostoma fasciculatum,17,2061-2080_rcp45_CanESM2,-0.17374052107334137
Adenostoma fasciculatum,18,2061-2080_rcp45_CanESM2,-0.13247066736221313
Adenostoma fasciculatum,19,2061-2080_rcp45_CanESM2,-0.131988525390625
Adenostoma fasciculatum,1,2061-2080_rcp45_CNRM-CM5,0.06080392003059387
Adenostoma fasciculatum,2,2061-2080_rcp45_CNRM-CM5,0.036020249128341675
Adenostoma fasciculatum,3,2061-2080_rcp45_CNRM-CM5,0.03284651041030884
Adenostoma fasciculatum,4,2061-2080_rcp45_CNRM-CM5,0.017462044954299927
Adenostoma fasciculatum,5,2061-2080_rcp45_CNRM-CM5,-0.011022090911865234
Adenostoma fasciculatum,6,2061-2080_rcp45_CNRM-CM5,-0.031894952058792114
Adenostoma fasciculatum,7,2061-2080_rcp45_CNRM-CM5,0.004948824644088745
Adenostoma fasciculatum,8,2061-2080_rcp45_CNRM-CM5,0.08597326278686523
Adenostoma fasciculatum,9,2061-2080_rcp45_CNRM-CM5,-0.018073469400405884
Adenostoma fasciculatum,10,2061-2080_rcp45_CNRM-CM5,-0.038392871618270874
Adenostoma fasciculatum,11,2061-2080_rcp45_CNRM-CM5,-0.01669904589653015
Adenostoma fasciculatum,12,2061-2080_rcp45_CNRM-CM5,0.024901092052459717
Adenostoma fasciculatum,13,2061-2080_rcp45_CNRM-CM5,0.028508692979812622
Adenostoma fasciculatum,14,2061-2080_rcp45_CNRM-CM5,0.019185811281204224
Adenostoma fasciculatum,15,2061-2080_rcp45_CNRM-CM5,0.015232294797897339
Adenostoma fasciculatum,16,2061-2080_rcp45_CNRM-CM5,0.003908634185791016
Adenostoma fasciculatum,17,2061-2080_rcp45_CNRM-CM5,-0.004279464483261108
Adenostoma fasciculatum,18,2061-2080_rcp45_CNRM-CM5,-0.0025118887424468994
Adenostoma fasciculatum,19,2061-2080_rcp45_CNRM-CM5,-0.0058921873569488525
Adenostoma fasciculatum,1,2061-2080_rcp45_HadGEM2-ES,0.020347505807876587
Adenostoma fasciculatum,2,2061-2080_rcp45_HadGEM2-ES,-0.024543970823287964
Adenostoma fasciculatum,3,2061-2080_rcp45_HadGEM2-ES,-0.022397786378860474
Adenostoma fasciculatum,4,2061-2080_rcp45_HadGEM2-ES,-0.04786306619644165
Adenostoma fasciculatum,5,2061-2080_rcp45_HadGEM2-ES,-0.08345989882946014
Adenostoma fasciculatum,6,2061-2080_rcp45_HadGEM2-ES,-0.10418641567230225
Adenostoma fasciculatum,7,2061-2080_rcp45_HadGEM2-ES,-0.03127807378768921
Adenostoma fasciculatum,8,2061-2080_rcp45_HadGEM2-ES,0.10534840822219849
Adenostoma fasciculatum,9,2061-2080_rcp45_HadGEM2-ES,-0.08650027215480804
Adenostoma fasciculatum,10,2061-2080_rcp45_HadGEM2-ES,-0.1211550235748291
Adenostoma fasciculatum,11,2061-2080_rcp45_HadGEM2-ES,-0.0919722318649292
Adenostoma fasciculatum,12,2061-2080_rcp45_HadGEM2-ES,4.3073296546936035e-4
Adenostoma fasciculatum,13,2061-2080_rcp45_HadGEM2-ES,-0.038225144147872925
Adenostoma fasciculatum,14,2061-2080_rcp45_HadGEM2-ES,-0.04816517233848572
Adenostoma fasciculatum,15,2061-2080_rcp45_HadGEM2-ES,-0.04692777991294861
Adenostoma fasciculatum,16,2061-2080_rcp45_HadGEM2-ES,-0.0675055980682373
Adenostoma fasciculatum,17,2061-2080_rcp45_HadGEM2-ES,-0.06402033567428589
Adenostoma fasciculatum,18,2061-2080_rcp45_HadGEM2-ES,-0.060750812292099
Adenostoma fasciculatum,19,2061-2080_rcp45_HadGEM2-ES,-0.058618515729904175
Adenostoma fasciculatum,1,2061-2080_rcp45_MIROC5,0.18582555651664734
Adenostoma fasciculatum,2,2061-2080_rcp45_MIROC5,0.16167530417442322
Adenostoma fasciculatum,3,2061-2080_rcp45_MIROC5,0.15249383449554443
Adenostoma fasciculatum,4,2061-2080_rcp45_MIROC5,0.12604781985282898
Adenostoma fasciculatum,5,2061-2080_rcp45_MIROC5,0.08462446928024292
Adenostoma fasciculatum,6,2061-2080_rcp45_MIROC5,0.07272607088088989
Adenostoma fasciculatum,7,2061-2080_rcp45_MIROC5,0.0845249593257904
Adenostoma fasciculatum,8,2061-2080_rcp45_MIROC5,0.12105923891067505
Adenostoma fasciculatum,9,2061-2080_rcp45_MIROC5,0.07977759838104248
Adenostoma fasciculatum,10,2061-2080_rcp45_MIROC5,0.05041983723640442
Adenostoma fasciculatum,11,2061-2080_rcp45_MIROC5,0.0477655827999115
Adenostoma fasciculatum,12,2061-2080_rcp45_MIROC5,0.06670582294464111
Adenostoma fasciculatum,13,2061-2080_rcp45_MIROC5,0.12588733434677124
Adenostoma fasciculatum,14,2061-2080_rcp45_MIROC5,0.11238637566566467
Adenostoma fasciculatum,15,2061-2080_rcp45_MIROC5,0.11450278759002686
Adenostoma fasciculatum,16,2061-2080_rcp45_MIROC5,0.09706765413284302
Adenostoma fasciculatum,17,2061-2080_rcp45_MIROC5,0.08021783828735352
Adenostoma fasciculatum,18,2061-2080_rcp45_MIROC5,0.0706799328327179
Adenostoma fasciculatum,19,2061-2080_rcp45_MIROC5,0.04771566390991211
Adenostoma fasciculatum,1,2061-2080_rcp85_CanESM2,-0.00769728422164917
Adenostoma fasciculatum,2,2061-2080_rcp85_CanESM2,-0.05202126502990723
Adenostoma fasciculatum,3,2061-2080_rcp85_CanESM2,-0.062107160687446594
Adenostoma fasciculatum,4,2061-2080_rcp85_CanESM2,-0.0933726578950882
Adenostoma fasciculatum,5,2061-2080_rcp85_CanESM2,-0.15216191112995148
Adenostoma fasciculatum,6,2061-2080_rcp85_CanESM2,-0.16876904666423798
Adenostoma fasciculatum,7,2061-2080_rcp85_CanESM2,-0.07300370931625366
Adenostoma fasciculatum,8,2061-2080_rcp85_CanESM2,0.12140119075775146
Adenostoma fasciculatum,9,2061-2080_rcp85_CanESM2,-0.1511501967906952
Adenostoma fasciculatum,10,2061-2080_rcp85_CanESM2,-0.19047753512859344
Adenostoma fasciculatum,11,2061-2080_rcp85_CanESM2,-0.14591696858406067
Adenostoma fasciculatum,12,2061-2080_rcp85_CanESM2,-0.01998838782310486
Adenostoma fasciculatum,13,2061-2080_rcp85_CanESM2,-0.07355156540870667
Adenostoma fasciculatum,14,2061-2080_rcp85_CanESM2,-0.0891282856464386
Adenostoma fasciculatum,15,2061-2080_rcp85_CanESM2,-0.08568733930587769
Adenostoma fasciculatum,16,2061-2080_rcp85_CanESM2,-0.11010381579399109
Adenostoma fasciculatum,17,2061-2080_rcp85_CanESM2,-0.12062704563140869
Adenostoma fasciculatum,18,2061-2080_rcp85_CanESM2,-0.10238891839981079
Adenostoma fasciculatum,19,2061-2080_rcp85_CanESM2,-0.10312393307685852
Adenostoma fasciculatum,1,2061-2080_rcp85_CNRM-CM5,0.3840223252773285
Adenostoma fasciculatum,2,2061-2080_rcp85_CNRM-CM5,0.36244699358940125
Adenostoma fasciculatum,3,2061-2080_rcp85_CNRM-CM5,0.34429067373275757
Adenostoma fasciculatum,4,2061-2080_rcp85_CNRM-CM5,0.2965230345726013
Adenostoma fasciculatum,5,2061-2080_rcp85_CNRM-CM5,0.2193635106086731
Adenostoma fasciculatum,6,2061-2080_rcp85_CNRM-CM5,0.19192484021186829
Adenostoma fasciculatum,7,2061-2080_rcp85_CNRM-CM5,0.23074880242347717
Adenostoma fasciculatum,8,2061-2080_rcp85_CNRM-CM5,0.2890571355819702
Adenostoma fasciculatum,9,2061-2080_rcp85_CNRM-CM5,0.2004542350769043
Adenostoma fasciculatum,10,2061-2080_rcp85_CNRM-CM5,0.1501162350177765
Adenostoma fasciculatum,11,2061-2080_rcp85_CNRM-CM5,0.16882386803627014
Adenostoma fasciculatum,12,2061-2080_rcp85_CNRM-CM5,0.21413081884384155
Adenostoma fasciculatum,13,2061-2080_rcp85_CNRM-CM5,0.30434927344322205
Adenostoma fasciculatum,14,2061-2080_rcp85_CNRM-CM5,0.2807649075984955
Adenostoma fasciculatum,15,2061-2080_rcp85_CNRM-CM5,0.2982920706272125
Adenostoma fasciculatum,16,2061-2080_rcp85_CNRM-CM5,0.25870224833488464
Adenostoma fasciculatum,17,2061-2080_rcp85_CNRM-CM5,0.23841425776481628
Adenostoma fasciculatum,18,2061-2080_rcp85_CNRM-CM5,0.21052879095077515
Adenostoma fasciculatum,19,2061-2080_rcp85_CNRM-CM5,0.1731138825416565
Adenostoma fasciculatum,1,2061-2080_rcp85_HadGEM2-ES,0.2104615867137909
Adenostoma fasciculatum,2,2061-2080_rcp85_HadGEM2-ES,0.13774573802947998
Adenostoma fasciculatum,3,2061-2080_rcp85_HadGEM2-ES,0.11238956451416016
Adenostoma fasciculatum,4,2061-2080_rcp85_HadGEM2-ES,0.0599483847618103
Adenostoma fasciculatum,5,2061-2080_rcp85_HadGEM2-ES,-0.0020114481449127197
Adenostoma fasciculatum,6,2061-2080_rcp85_HadGEM2-ES,-0.014164894819259644
Adenostoma fasciculatum,7,2061-2080_rcp85_HadGEM2-ES,0.10466638207435608
Adenostoma fasciculatum,8,2061-2080_rcp85_HadGEM2-ES,0.24788373708724976
Adenostoma fasciculatum,9,2061-2080_rcp85_HadGEM2-ES,-0.02405703067779541
Adenostoma fasciculatum,10,2061-2080_rcp85_HadGEM2-ES,-0.062250763177871704
Adenostoma fasciculatum,11,2061-2080_rcp85_HadGEM2-ES,0.009514480829238892
Adenostoma fasciculatum,12,2061-2080_rcp85_HadGEM2-ES,0.14936107397079468
Adenostoma fasciculatum,13,2061-2080_rcp85_HadGEM2-ES,0.08187028765678406
Adenostoma fasciculatum,14,2061-2080_rcp85_HadGEM2-ES,0.0634157657623291
Adenostoma fasciculatum,15,2061-2080_rcp85_HadGEM2-ES,0.08519348502159119
Adenostoma fasciculatum,16,2061-2080_rcp85_HadGEM2-ES,0.055460989475250244
Adenostoma fasciculatum,17,2061-2080_rcp85_HadGEM2-ES,0.06957566738128662
Adenostoma fasciculatum,18,2061-2080_rcp85_HadGEM2-ES,0.0637546181678772
Adenostoma fasciculatum,19,2061-2080_rcp85_HadGEM2-ES,0.07585817575454712
Adenostoma fasciculatum,1,2061-2080_rcp85_MIROC5,0.3312840759754181
Adenostoma fasciculatum,2,2061-2080_rcp85_MIROC5,0.2940237820148468
Adenostoma fasciculatum,3,2061-2080_rcp85_MIROC5,0.2783247232437134
Adenostoma fasciculatum,4,2061-2080_rcp85_MIROC5,0.23732298612594604
Adenostoma fasciculatum,5,2061-2080_rcp85_MIROC5,0.1716405153274536
Adenostoma fasciculatum,6,2061-2080_rcp85_MIROC5,0.13994231820106506
Adenostoma fasciculatum,7,2061-2080_rcp85_MIROC5,0.17797008156776428
Adenostoma fasciculatum,8,2061-2080_rcp85_MIROC5,0.22315645217895508
Adenostoma fasciculatum,9,2061-2080_rcp85_MIROC5,0.15230318903923035
Adenostoma fasciculatum,10,2061-2080_rcp85_MIROC5,0.10475915670394897
Adenostoma fasciculatum,11,2061-2080_rcp85_MIROC5,0.12458047270774841
Adenostoma fasciculatum,12,2061-2080_rcp85_MIROC5,0.15759795904159546
Adenostoma fasciculatum,13,2061-2080_rcp85_MIROC5,0.23614946007728577
Adenostoma fasciculatum,14,2061-2080_rcp85_MIROC5,0.2137151062488556
Adenostoma fasciculatum,15,2061-2080_rcp85_MIROC5,0.22508463263511658
Adenostoma fasciculatum,16,2061-2080_rcp85_MIROC5,0.19395431876182556
Adenostoma fasciculatum,17,2061-2080_rcp85_MIROC5,0.17695823311805725
Adenostoma fasciculatum,18,2061-2080_rcp85_MIROC5,0.1568710207939148
Adenostoma fasciculatum,19,2061-2080_rcp85_MIROC5,0.12496548891067505
