species,cell,scenario,delta
Notholithocarpus densiflorus,11,2061-2080_rcp45_MIROC5,-0.3026450276374817
Notholithocarpus densiflorus,12,2061-2080_rcp45_MIROC5,-0.5105890333652496
Notholithocarpus densiflorus,13,2061-2080_rcp45_MIROC5,-0.17435234785079956
Notholithocarpus densiflorus,14,2061-2080_rcp45_MIROC5,-0.1797696352005005
Notholithocarpus densiflorus,15,2061-2080_rcp45_MIROC5,-0.18970739841461182
Notholithocarpus densiflorus,16,2061-2080_rcp45_MIROC5,-0.20782005786895752
Notholithocarpus densiflorus,17,2061-2080_rcp45_MIROC5,-0.24000585079193115
Notholithocarpus densiflorus,18,2061-2080_rcp45_MIROC5,-0.3410983085632324
Notholithocarpus densiflorus,19,2061-2080_rcp45_MIROC5,-0.4287811815738678
Notholithocarpus densiflorus,1,2061-2080_rcp85_CanESM2,-0.4908221960067749
Notholithocarpus densiflorus,2,2061-2080_rcp85_CanESM2,-0.40365272760391235
Notholithocarpus densiflorus,3,2061-2080_rcp85_CanESM2,-0.38808387517929077
Notholithocarpus densiflorus,4,2061-2080_rcp85_CanESM2,-0.33178842067718506
Notholithocarpus densiflorus,5,2061-2080_rcp85_CanESM2,-0.21533751487731934
Notholithocarpus densiflorus,6,2061-2080_rcp85_CanESM2,-0.17154806852340698
Notholithocarpus densiflorus,7,2061-2080_rcp85_CanESM2,-0.32323288917541504
Notholithocarpus densiflorus,8,2061-2080_rcp85_CanESM2,-0.44419145584106445
Notholithocarpus densiflorus,9,2061-2080_rcp85_CanESM2,-0.19033050537109375
Notholithocarpus densiflorus,10,2061-2080_rcp85_CanESM2,-0.09111011028289795
Notholithocarpus densiflorus,11,2061-2080_rcp85_CanESM2,-0.16635340452194214
Notholithocarpus densiflorus,12,2061-2080_rcp85_CanESM2,-0.3309437036514282
Notholithocarpus densiflorus,13,2061-2080_rcp85_CanESM2,-0.29507923126220703
Notholithocarpus densiflorus,14,2061-2080_rcp85_CanESM2,-0.28433656692504883
Notholithocarpus densiflorus,15,2061-2080_rcp85_CanESM2,-0.3106185793876648
Notholithocarpus densiflorus,16,2061-2080_rcp85_CanESM2,-0.28036415576934814
Notholithocarpus densiflorus,17,2061-2080_rcp85_CanESM2,-0.28275179862976074
Notholithocarpus densiflorus,18,2061-2080_rcp85_CanESM2,-0.2758159637451172
Notholithocarpus densiflorus,19,2061-2080_rcp85_CanESM2,-0.23455744981765747
Notholithocarpus densiflorus,1,2061-2080_rcp85_CNRM-CM5,-0.4763507544994354
Notholithocarpus densiflorus,2,2061-2080_rcp85_CNRM-CM5,-0.3986896276473999
Notholithocarpus densiflorus,3,2061-2080_rcp85_CNRM-CM5,-0.3826918601989746
Notholithocarpus densiflorus,4,2061-2080_rcp85_CNRM-CM5,-0.3284965753555298
Notholithocarpus densiflorus,5,2061-2080_rcp85_CNRM-CM5,-0.21511310338974
Notholithocarpus densiflorus,6,2061-2080_rcp85_CNRM-CM5,-0.23494350910186768
Notholithocarpus densiflorus,7,2061-2080_rcp85_CNRM-CM5,-0.48933452367782593
Notholithocarpus densiflorus,8,2061-2080_rcp85_CNRM-CM5,-0.6560966819524765
Notholithocarpus densiflorus,9,2061-2080_rcp85_CNRM-CM5,-0.18335109949111938
Notholithocarpus densiflorus,10,2061-2080_rcp85_CNRM-CM5,-0.14344125986099243
Notholithocarpus densiflorus,11,2061-2080_rcp85_CNRM-CM5,-0.31857019662857056
Notholithocarpus densiflorus,12,2061-2080_rcp85_CNRM-CM5,-0.5928998589515686
Notholithocarpus densiflorus,13,2061-2080_rcp85_CNRM-CM5,-0.3090411424636841
Notholithocarpus densiflorus,14,2061-2080_rcp85_CNRM-CM5,-0.32561230659484863
Notholithocarpus densiflorus,15,2061-2080_rcp85_CNRM-CM5,-0.34002959728240967
Notholithocarpus densiflorus,16,2061-2080_rcp85_CNRM-CM5,-0.36192864179611206
Notholithocarpus densiflorus,17,2061-2080_rcp85_CNRM-CM5,-0.39956438541412354
Notholithocarpus densiflorus,18,2061-2080_rcp85_CNRM-CM5,-0.439807265996933
Notholithocarpus densiflorus,19,2061-2080_rcp85_CNRM-CM5,-0.4388056993484497
Notholithocarpus densiflorus,1,2061-2080_rcp85_HadGEM2-ES,-0.604288786649704
Notholithocarpus densiflorus,2,2061-2080_rcp85_HadGEM2-ES,-0.5128375291824341
Notholithocarpus densiflorus,3,2061-2080_rcp85_HadGEM2-ES,-0.49445199966430664
Notholithocarpus densiflorus,4,2061-2080_rcp85_HadGEM2-ES,-0.4485012888908386
Notholithocarpus densiflorus,5,2061-2080_rcp85_HadGEM2-ES,-0.30881744623184204
Notholithocarpus densiflorus,6,2061-2080_rcp85_HadGEM2-ES,-0.2802801728248596
Notholithocarpus densiflorus,7,2061-2080_rcp85_HadGEM2-ES,-0.4708026349544525
Notholithocarpus densiflorus,8,2061-2080_rcp85_HadGEM2-ES,-0.5494891405105591
Notholithocarpus densiflorus,9,2061-2080_rcp85_HadGEM2-ES,-0.2783468961715698
Notholithocarpus densiflorus,10,2061-2080_rcp85_HadGEM2-ES,-0.17337137460708618
Notholithocarpus densiflorus,11,2061-2080_rcp85_HadGEM2-ES,-0.3144224286079407
Notholithocarpus densiflorus,12,2061-2080_rcp85_HadGEM2-ES,-0.5113090574741364
Notholithocarpus densiflorus,13,2061-2080_rcp85_HadGEM2-ES,-0.3917296528816223
Notholithocarpus densiflorus,14,2061-2080_rcp85_HadGEM2-ES,-0.3796631693840027
Notholithocarpus densiflorus,15,2061-2080_rcp85_HadGEM2-ES,-0.3970695734024048
Notholithocarpus densiflorus,16,2061-2080_rcp85_HadGEM2-ES,-0.3980597257614136
Notholithocarpus densiflorus,17,2061-2080_rcp85_HadGEM2-ES,-0.40974801778793335
Notholithocarpus densiflorus,18,2061-2080_rcp85_HadGEM2-ES,-0.42407670617103577
Notholithocarpus densiflorus,19,2061-2080_rcp85_HadGEM2-ES,-0.42131519317626953
Notholithocarpus densiflorus,1,2061-2080_rcp85_MIROC5,-0.6498908698558807
Notholithocarpus densiflorus,2,2061-2080_rcp85_MIROC5,-0.5522874295711517
Notholithocarpus densiflorus,3,2061-2080_rcp85_MIROC5,-0.5229097008705139
Notholithocarpus densiflorus,4,2061-2080_rcp85_MIROC5,-0.4108774662017822
Notholithocarpus densiflorus,5,2061-2080_rcp85_MIROC5,-0.23146265745162964
Notholithocarpus densiflorus,6,2061-2080_rcp85_MIROC5,-0.22880584001541138
Notholithocarpus densiflorus,7,2061-2080_rcp85_MIROC5,-0.5269801318645477
Notholithocarpus densiflorus,8,2061-2080_rcp85_MIROC5,-0.6888182610273361
Notholithocarpus densiflorus,9,2061-2080_rcp85_MIROC5,-0.1897658109664917
Notholithocarpus densiflorus,10,2061-2080_rcp85_MIROC5,-0.14747977256774902
Notholithocarpus densiflorus,11,2061-2080_rcp85_MIROC5,-0.34481000900268555
Notholithocarpus densiflorus,12,2061-2080_rcp85_MIROC5,-0.6025403439998627
Notholithocarpus densiflorus,13,2061-2080_rcp85_MIROC5,-0.4445651173591614
Notholithocarpus densiflorus,14,2061-2080_rcp85_MIROC5,-0.42316967248916626
Notholithocarpus densiflorus,15,2061-2080_rcp85_MIROC5,-0.45937350392341614
Notholithocarpus densiflorus,16,2061-2080_rcp85_MIROC5,-0.406069278717041
Notholithocarpus densiflorus,17,2061-2080_rcp85_MIROC5,-0.42333346605300903
Notholithocarpus densiflorus,18,2061-2080_rcp85_MIROC5,-0.46132132411003113
Notholithocarpus densiflorus,19,2061-2080_rcp85_MIROC5,-0.46831566095352173
Quercus agrifolia,1,2061-2080_rcp45_CanESM2,-0.8690704766486306
Quercus agrifolia,2,2061-2080_rcp45_CanESM2,-0.8391383176167437
Quercus agrifolia,3,2061-2080_rcp45_CanESM2,-0.8408796632102167
Quercus agrifolia,4,2061-2080_rcp45_CanESM2,-0.8274831064372847
Quercus agrifolia,5,2061-2080_rcp45_CanESM2,-0.8545128503174055
Quercus agrifolia,6,2061-2080_rcp45_CanESM2,-0.8411957323551178
Quercus agrifolia,7,2061-2080_rcp45_CanESM2,-0.28274834156036377
Quercus agrifolia,8,2061-2080_rcp45_CanESM2,-0.11607754230499268
Quercus agrifolia,9,2061-2080_rcp45_CanESM2,-0.859558747819392
Quercus agrifolia,10,2061-2080_rcp45_CanESM2,-0.8219519965350628
Quercus agrifolia,11,2061-2080_rcp45_CanESM2,-0.3397442102432251
Quercus agrifolia,12,2061-2080_rcp45_CanESM2,-0.10944056510925293
Quercus agrifolia,13,2061-2080_rcp45_CanESM2,-0.8797790757962503
Quercus agrifolia,14,2061-2080_rcp45_CanESM2,-0.8893446885049343
Quercus agrifolia,15,2061-2080_rcp45_CanESM2,-0.8901452948339283
Quercus agrifolia,16,2061-2080_rcp45_CanESM2,-0.888038475997746
Quercus agrifolia,17,2061-2080_rcp45_CanESM2,-0.8297345414757729
Quercus agrifolia,18,2061-2080_rcp45_CanESM2,-0.33431440591812134
Quercus agrifolia,19,2061-2080_rcp45_CanESM2,-0.13143718242645264
Quercus agrifolia,1,2061-2080_rcp45_CNRM-CM5,-0.232954204082489
Quercus agrifolia,2,2061-2080_rcp45_CNRM-CM5,-0.2342679500579834
Quercus agrifolia,3,2061-2080_rcp45_CNRM-CM5,-0.23415827751159668
Quercus agrifolia,4,2061-2080_rcp45_CNRM-CM5,-0.17035359144210815
Quercus agrifolia,5,2061-2080_rcp45_CNRM-CM5,-0.05978018045425415
Quercus agrifolia,6,2061-2080_rcp45_CNRM-CM5,-0.02352321147918701
Quercus agrifolia,7,2061-2080_rcp45_CNRM-CM5,-0.04536294937133789
Quercus agrifolia,8,2061-2080_rcp45_CNRM-CM5,-0.04635745286941528
Quercus agrifolia,9,2061-2080_rcp45_CNRM-CM5,-0.04704159498214722
Quercus agrifolia,10,2061-2080_rcp45_CNRM-CM5,0.005184531211853027
Quercus agrifolia,11,2061-2080_rcp45_CNRM-CM5,-0.013450145721435547
Quercus agrifolia,12,2061-2080_rcp45_CNRM-CM5,-0.036650240421295166
Quercus agrifolia,13,2061-2080_rcp45_CNRM-CM5,-0.15545672178268433
Quercus agrifolia,14,2061-2080_rcp45_CNRM-CM5,-0.10938131809234619
Quercus agrifolia,15,2061-2080_rcp45_CNRM-CM5,-0.12052208185195923
Quercus agrifolia,16,2061-2080_rcp45_CNRM-CM5,-0.0853034257888794
Quercus agrifolia,17,2061-2080_rcp45_CNRM-CM5,-0.06583654880523682
Quercus agrifolia,18,2061-2080_rcp45_CNRM-CM5,-0.04512333869934082
Quercus agrifolia,19,2061-2080_rcp45_CNRM-CM5,-0.026982426643371582
Quercus agrifolia,1,2061-2080_rcp45_HadGEM2-ES,-0.632382795214653
Quercus agrifolia,2,2061-2080_rcp45_HadGEM2-ES,-0.7522508651018143
Quercus agrifolia,3,2061-2080_rcp45_HadGEM2-ES,-0.7305335029959679
Quercus agrifolia,4,2061-2080_rcp45_HadGEM2-ES,-0.71992277354002
Quercus agrifolia,5,2061-2080_rcp45_HadGEM2-ES,-0.45853909850120544
Quercus agrifolia,6,2061-2080_rcp45_HadGEM2-ES,-0.23059970140457153
Quercus agrifolia,7,2061-2080_rcp45_HadGEM2-ES,-0.09818118810653687
Quercus agrifolia,8,2061-2080_rcp45_HadGEM2-ES,-0.06789380311965942
Quercus agrifolia,9,2061-2080_rcp45_HadGEM2-ES,-0.42102038860321045
Quercus agrifolia,10,2061-2080_rcp45_HadGEM2-ES,-0.14408671855926514
Quercus agrifolia,11,2061-2080_rcp45_HadGEM2-ES,-0.07456833124160767
Quercus agrifolia,12,2061-2080_rcp45_HadGEM2-ES,-0.05982452630996704
Quercus agrifolia,13,2061-2080_rcp45_HadGEM2-ES,-0.6223591864109039
Quercus agrifolia,14,2061-2080_rcp45_HadGEM2-ES,-0.46629610657691956
Quercus agrifolia,15,2061-2080_rcp45_HadGEM2-ES,-0.48312294483184814
Quercus agrifolia,16,2061-2080_rcp45_HadGEM2-ES,-0.329984188079834
Quercus agrifolia,17,2061-2080_rcp45_HadGEM2-ES,-0.18619787693023682
Quercus agrifolia,18,2061-2080_rcp45_HadGEM2-ES,-0.106903076171875
Quercus agrifolia,19,2061-2080_rcp45_HadGEM2-ES,-0.061959683895111084
Quercus agrifolia,1,2061-2080_rcp45_MIROC5,0.00257951021194458
Quercus agrifolia,2,2061-2080_rcp45_MIROC5,0.0342707633972168
Quercus agrifolia,3,2061-2080_rcp45_MIROC5,0.029939353466033936
Quercus agrifolia,4,2061-2080_rcp45_MIROC5,0.0467182993888855
Quercus agrifolia,5,2061-2080_rcp45_MIROC5,0.02349799871444702
Quercus agrifolia,6,2061-2080_rcp45_MIROC5,-0.001984536647796631
Quercus agrifolia,7,2061-2080_rcp45_MIROC5,-0.0028113722801208496
Quercus agrifolia,8,2061-2080_rcp45_MIROC5,0.026101350784301758
Quercus agrifolia,9,2061-2080_rcp45_MIROC5,0.018316149711608887
Quercus agrifolia,10,2061-2080_rcp45_MIROC5,-0.0019147396087646484
Quercus agrifolia,11,2061-2080_rcp45_MIROC5,-0.00701749324798584
Quercus agrifolia,12,2061-2080_rcp45_MIROC5,0.010802507400512695
Quercus agrifolia,13,2061-2080_rcp45_MIROC5,-0.007155716419219971
Quercus agrifolia,14,2061-2080_rcp45_MIROC5,-0.01374596357345581
Quercus agrifolia,15,2061-2080_rcp45_MIROC5,-0.012329280376434326
Quercus agrifolia,16,2061-2080_rcp45_MIROC5,-0.015195667743682861
Quercus agrifolia,17,2061-2080_rcp45_MIROC5,-0.016321778297424316
Quercus agrifolia,18,2061-2080_rcp45_MIROC5,-0.012022554874420166
Quercus agrifolia,19,2061-2080_rcp45_MIROC5,-0.0027247071266174316
Quercus agrifolia,1,2061-2080_rcp85_CanESM2,-0.8693517913052347
Quercus agrifolia,2,2061-2080_rcp85_CanESM2,-0.8391691749718575
Quercus agrifolia,3,2061-2080_rcp85_CanESM2,-0.8409135223854491
Quercus agrifolia,4,2061-2080_rcp85_CanESM2,-0.8274937176803405
Quercus agrifolia,5,2061-2080_rcp85_CanESM2,-0.8547436373773962
Quercus agrifolia,6,2061-2080_rcp85_CanESM2,-0.8784071602858603
Quercus agrifolia,7,2061-2080_rcp85_CanESM2,-0.5525758266448975
Quercus agrifolia,8,2061-2080_rcp85_CanESM2,-0.20276176929473877
Quercus agrifolia,9,2061-2080_rcp85_CanESM2,-0.8599208189261844
Quercus agrifolia,10,2061-2080_rcp85_CanESM2,-0.865922530181706
Quercus agrifolia,11,2061-2080_rcp85_CanESM2,-0.6007837653160095
Quercus agrifolia,12,2061-2080_rcp85_CanESM2,-0.21541696786880493
Quercus agrifolia,13,2061-2080_rcp85_CanESM2,-0.8802128337556496
Quercus agrifolia,14,2061-2080_rcp85_CanESM2,-0.8926238428102806
Quercus agrifolia,15,2061-2080_rcp85_CanESM2,-0.8914912843611091
Quercus agrifolia,16,2061-2080_rcp85_CanESM2,-0.8975873310118914
Quercus agrifolia,17,2061-2080_rcp85_CanESM2,-0.8723466843366623
Quercus agrifolia,18,2061-2080_rcp85_CanESM2,-0.673329696059227
Quercus agrifolia,19,2061-2080_rcp85_CanESM2,-0.3344283699989319
Quercus agrifolia,1,2061-2080_rcp85_CNRM-CM5,-0.23474717140197754
Quercus agrifolia,2,2061-2080_rcp85_CNRM-CM5,-0.19171494245529175
Quercus agrifolia,3,2061-2080_rcp85_CNRM-CM5,-0.18164247274398804
Quercus agrifolia,4,2061-2080_rcp85_CNRM-CM5,-0.13616520166397095
Quercus agrifolia,5,2061-2080_rcp85_CNRM-CM5,-0.0997806191444397
Quercus agrifolia,6,2061-2080_rcp85_CNRM-CM5,-0.09699970483779907
Quercus agrifolia,7,2061-2080_rcp85_CNRM-CM5,-0.11967051029205322
Quercus agrifolia,8,2061-2080_rcp85_CNRM-CM5,-0.11236095428466797
Quercus agrifolia,9,2061-2080_rcp85_CNRM-CM5,-0.09359341859817505
Quercus agrifolia,10,2061-2080_rcp85_CNRM-CM5,-0.061895787715911865
Quercus agrifolia,11,2061-2080_rcp85_CNRM-CM5,-0.08412164449691772
Quercus agrifolia,12,2061-2080_rcp85_CNRM-CM5,-0.08350592851638794
Quercus agrifolia,13,2061-2080_rcp85_CNRM-CM5,-0.2112874984741211
Quercus agrifolia,14,2061-2080_rcp85_CNRM-CM5,-0.19123828411102295
Quercus agrifolia,15,2061-2080_rcp85_CNRM-CM5,-0.20161986351013184
Quercus agrifolia,16,2061-2080_rcp85_CNRM-CM5,-0.16612720489501953
Quercus agrifolia,17,2061-2080_rcp85_CNRM-CM5,-0.15055912733078003
Quercus agrifolia,18,2061-2080_rcp85_CNRM-CM5,-0.12083429098129272
Quercus agrifolia,19,2061-2080_rcp85_CNRM-CM5,-0.08792507648468018
Quercus agrifolia,1,2061-2080_rcp85_HadGEM2-ES,-0.7143870443105698
Quercus agrifolia,2,2061-2080_rcp85_HadGEM2-ES,-0.7725685015320778
Quercus agrifolia,3,2061-2080_rcp85_HadGEM2-ES,-0.7787084802985191
Quercus agrifolia,4,2061-2080_rcp85_HadGEM2-ES,-0.7728785201907158
Quercus agrifolia,5,2061-2080_rcp85_HadGEM2-ES,-0.6366599500179291
Quercus agrifolia,6,2061-2080_rcp85_HadGEM2-ES,-0.381139874458313
Quercus agrifolia,7,2061-2080_rcp85_HadGEM2-ES,-0.19242709875106812
Quercus agrifolia,8,2061-2080_rcp85_HadGEM2-ES,-0.17958879470825195
Quercus agrifolia,9,2061-2080_rcp85_HadGEM2-ES,-0.6349515020847321
Quercus agrifolia,10,2061-2080_rcp85_HadGEM2-ES,-0.3190586566925049
Quercus agrifolia,11,2061-2080_rcp85_HadGEM2-ES,-0.1744140386581421
Quercus agrifolia,12,2061-2080_rcp85_HadGEM2-ES,-0.12618309259414673
Quercus agrifolia,13,2061-2080_rcp85_HadGEM2-ES,-0.7351130396127701
Quercus agrifolia,14,2061-2080_rcp85_HadGEM2-ES,-0.6319047808647156
Quercus agrifolia,15,2061-2080_rcp85_HadGEM2-ES,-0.6362641453742981
Quercus agrifolia,16,2061-2080_rcp85_HadGEM2-ES,-0.48875725269317627
Quercus agrifolia,17,2061-2080_rcp85_HadGEM2-ES,-0.3126649260520935
Quercus agrifolia,18,2061-2080_rcp85_HadGEM2-ES,-0.21052253246307373
Quercus agrifolia,19,2061-2080_rcp85_HadGEM2-ES,-0.13008242845535278
Quercus agrifolia,1,2061-2080_rcp85_MIROC5,-0.07817935943603516
Quercus agrifolia,2,2061-2080_rcp85_MIROC5,-0.03078317642211914
Quercus agrifolia,3,2061-2080_rcp85_MIROC5,-0.025929749011993408
Quercus agrifolia,4,2061-2080_rcp85_MIROC5,0.004067897796630859
Quercus agrifolia,5,2061-2080_rcp85_MIROC5,0.0036439895629882813
Quercus agrifolia,6,2061-2080_rcp85_MIROC5,-0.005784511566162109
Quercus agrifolia,7,2061-2080_rcp85_MIROC5,-0.01930403709411621
Quercus agrifolia,8,2061-2080_rcp85_MIROC5,-0.018283486366271973
Quercus agrifolia,9,2061-2080_rcp85_MIROC5,9.697675704956055e-4
Quercus agrifolia,10,2061-2080_rcp85_MIROC5,0.0038644075393676758
Quercus agrifolia,11,2061-2080_rcp85_MIROC5,-0.0037799477577209473
Quercus agrifolia,12,2061-2080_rcp85_MIROC5,1.8924474716186523e-4
Quercus agrifolia,13,2061-2080_rcp85_MIROC5,-0.06291544437408447
Quercus agrifolia,14,2061-2080_rcp85_MIROC5,-0.05794119834899902
Quercus agrifolia,15,2061-2080_rcp85_MIROC5,-0.05287522077560425
Quercus agrifolia,16,2061-2080_rcp85_MIROC5,-0.048178672790527344
Quercus agrifolia,17,2061-2080_rcp85_MIROC5,-0.04147195816040039
Quercus agrifolia,18,2061-2080_rcp85_MIROC5,-0.024686217308044434
Quercus agrifolia,19,2061-2080_rcp85_MIROC5,-0.004606306552886963
Quercus douglasii,1,2061-2080_rcp45_CanESM2,-0.7790116773403639
Quercus douglasii,2,2061-2080_rcp45_CanESM2,-0.8523293053563066
Quercus douglasii,3,2061-2080_rcp45_CanESM2,-0.8430164131241327
Quercus douglasii,4,2061-2080_rcp45_CanESM2,-0.8687321507313754
Quercus douglasii,5,2061-2080_rcp45_CanESM2,-0.8619888266548514
Quercus douglasii,6,2061-2080_rcp45_CanESM2,-0.8391405791044235
Quercus douglasii,7,2061-2080_rcp45_CanESM2,-0.9142916216515005
Quercus douglasii,8,2061-2080_rcp45_CanESM2,-0.9198234026844148
Quercus douglasii,9,2061-2080_rcp45_CanESM2,-0.8485296405851841
Quercus douglasii,10,2061-2080_rcp45_CanESM2,-0.6743122190237045
Quercus douglasii,11,2061-2080_rcp45_CanESM2,-0.830703504383564
Quercus douglasii,12,2061-2080_rcp45_CanESM2,-0.9169882135465741
Quercus douglasii,13,2061-2080_rcp45_CanESM2,-0.8370978377042775
Quercus douglasii,14,2061-2080_rcp45_CanESM2,-0.8598767400035285
Quercus douglasii,15,2061-2080_rcp45_CanESM2,-0.870255443827773
Quercus douglasii,16,2061-2080_rcp45_CanESM2,-0.8842008868232369
Quercus douglasii,17,2061-2080_rcp45_CanESM2,-0.898686803644523
Quercus douglasii,18,2061-2080_rcp45_CanESM2,-0.9032391286455095
Quercus douglasii,19,2061-2080_rcp45_CanESM2,-0.8800153732299805
Quercus douglasii,1,2061-2080_rcp45_CNRM-CM5,-0.7789499825084931
Quercus douglasii,2,2061-2080_rcp45_CNRM-CM5,-0.8514237844501622
Quercus douglasii,3,2061-2080_rcp45_CNRM-CM5,-0.8421221493626945
Quercus douglasii,4,2061-2080_rcp45_CNRM-CM5,-0.8596557434648275
Quercus douglasii,5,2061-2080_rcp45_CNRM-CM5,-0.7117107808589935
Quercus douglasii,6,2061-2080_rcp45_CNRM-CM5,-0.4368293881416321
Quercus douglasii,7,2061-2080_rcp45_CNRM-CM5,-0.7482354640960693
Quercus douglasii,8,2061-2080_rcp45_CNRM-CM5,-0.9037264995276928
Quercus douglasii,9,2061-2080_rcp45_CNRM-CM5,-0.6226699650287628
Quercus douglasii,10,2061-2080_rcp45_CNRM-CM5,-0.24515199661254883
Quercus douglasii,11,2061-2080_rcp45_CNRM-CM5,-0.45079129934310913
Quercus douglasii,12,2061-2080_rcp45_CNRM-CM5,-0.7610331773757935
Quercus douglasii,13,2061-2080_rcp45_CNRM-CM5,-0.8351936514955014
Quercus douglasii,14,2061-2080_rcp45_CNRM-CM5,-0.8513499330729246
Quercus douglasii,15,2061-2080_rcp45_CNRM-CM5,-0.8615275025367737
Quercus douglasii,16,2061-2080_rcp45_CNRM-CM5,-0.8511003889143467
Quercus douglasii,17,2061-2080_rcp45_CNRM-CM5,-0.8397125527262688
Quercus douglasii,18,2061-2080_rcp45_CNRM-CM5,-0.739383727312088
Quercus douglasii,19,2061-2080_rcp45_CNRM-CM5,-0.56758880615234375
Quercus douglasii,1,2061-2080_rcp45_HadGEM2-ES,-0.7790106063245048
Quercus douglasii,2,2061-2080_rcp45_HadGEM2-ES,-0.8523067688711308
Quercus douglasii,3,2061-2080_rcp45_HadGEM2-ES,-0.8429939907600783
Quercus douglasii,4,2061-2080_rcp45_HadGEM2-ES,-0.8683818288845941
Quercus douglasii,5,2061-2080_rcp45_HadGEM2-ES,-0.8339415788650513
Quercus douglasii,6,2061-2080_rcp45_HadGEM2-ES,-0.7620715349912643
Quercus douglasii,7,2061-2080_rcp45_HadGEM2-ES,-0.9006968718022108
Quercus douglasii,8,2061-2080_rcp45_HadGEM2-ES,-0.9191518320003524
Quercus douglasii,9,2061-2080_rcp45_HadGEM2-ES,-0.8205561563372612
Quercus douglasii,10,2061-2080_rcp45_HadGEM2-ES,-0.484731525182724
Quercus douglasii,11,2061-2080_rcp45_HadGEM2-ES,-0.7205182164907455
Quercus douglasii,12,2061-2080_rcp45_HadGEM2-ES,-0.8925920054316521
Quercus douglasii,13,2061-2080_rcp45_HadGEM2-ES,-0.8370417173064197
Quercus douglasii,14,2061-2080_rcp45_HadGEM2-ES,-0.8595457470510155
Quercus douglasii,15,2061-2080_rcp45_HadGEM2-ES,-0.8699225109885447
Quercus douglasii,16,2061-2080_rcp45_HadGEM2-ES,-0.8799785478040576
Quercus douglasii,17,2061-2080_rcp45_HadGEM2-ES,-0.8914570789784193
Quercus douglasii,18,2061-2080_rcp45_HadGEM2-ES,-0.8724069371819496
Quercus douglasii,19,2061-2080_rcp45_HadGEM2-ES,-0.8081000223755836
Quercus douglasii,1,2061-2080_rcp45_MIROC5,-0.610436424612999
Quercus douglasii,2,2061-2080_rcp45_MIROC5,-0.39708301424980164
Quercus douglasii,3,2061-2080_rcp45_MIROC5,-0.387770414352417
Quercus douglasii,4,2061-2080_rcp45_MIROC5,-0.15585541725158691
Quercus douglasii,5,2061-2080_rcp45_MIROC5,0.03075641393661499
Quercus douglasii,6,2061-2080_rcp45_MIROC5,0.04263108968734741
Quercus douglasii,7,2061-2080_rcp45_MIROC5,-0.04129683971405029
Quercus douglasii,8,2061-2080_rcp45_MIROC5,-0.19602173566818237
Quercus douglasii,9,2061-2080_rcp45_MIROC5,0.05522143840789795
Quercus douglasii,10,2061-2080_rcp45_MIROC5,0.08637362718582153
Quercus douglasii,11,2061-2080_rcp45_MIROC5,0.024131476879119873
Quercus douglasii,12,2061-2080_rcp45_MIROC5,-0.04574751853942871
Quercus douglasii,13,2061-2080_rcp45_MIROC5,-0.2849348187446594
Quercus douglasii,14,2061-2080_rcp45_MIROC5,-0.15170085430145264
Quercus douglasii,15,2061-2080_rcp45_MIROC5,-0.16176873445510864
Quercus douglasii,16,2061-2080_rcp45_MIROC5,-0.04403775930404663
Quercus douglasii,17,2061-2080_rcp45_MIROC5,-0.037307918071746826
Quercus douglasii,18,2061-2080_rcp45_MIROC5,-0.01418161392211914
Quercus douglasii,19,2061-2080_rcp45_MIROC5,-0.0069596171379089355
Quercus douglasii,1,2061-2080_rcp85_CanESM2,-0.7790118455547895
Quercus douglasii,2,2061-2080_rcp85_CanESM2,-0.8523331872680557
Quercus douglasii,3,2061-2080_rcp85_CanESM2,-0.8430202595424946
Quercus douglasii,4,2061-2080_rcp85_CanESM2,-0.8688033618129598
Quercus douglasii,5,2061-2080_rcp85_CanESM2,-0.8718909150175023
Quercus douglasii,6,2061-2080_rcp85_CanESM2,-0.8768756902281893
Quercus douglasii,7,2061-2080_rcp85_CanESM2,-0.9188922115388323
Quercus douglasii,8,2061-2080_rcp85_CanESM2,-0.9199681985892489
Quercus douglasii,9,2061-2080_rcp85_CanESM2,-0.8580346667313279
Quercus douglasii,10,2061-2080_rcp85_CanESM2,-0.8477387341845315
Quercus douglasii,11,2061-2080_rcp85_CanESM2,-0.8977312892384361
Quercus douglasii,12,2061-2080_rcp85_CanESM2,-0.9260555973123701
Quercus douglasii,13,2061-2080_rcp85_CanESM2,-0.8371077753111982
Quercus douglasii,14,2061-2080_rcp85_CanESM2,-0.8599443240926536
Quercus douglasii,15,2061-2080_rcp85_CanESM2,-0.8703244133834396
Quercus douglasii,16,2061-2080_rcp85_CanESM2,-0.884619070979781
Quercus douglasii,17,2061-2080_rcp85_CanESM2,-0.9009022740766568
Quercus douglasii,18,2061-2080_rcp85_CanESM2,-0.9078429802978008
Quercus douglasii,19,2061-2080_rcp85_CanESM2,-0.9159558995961561
Quercus douglasii,1,2061-2080_rcp85_CNRM-CM5,-0.7790118453777981
Quercus douglasii,2,2061-2080_rcp85_CNRM-CM5,-0.8523331862881256
Quercus douglasii,3,2061-2080_rcp85_CNRM-CM5,-0.8430202551503898
Quercus douglasii,4,2061-2080_rcp85_CNRM-CM5,-0.8688032509243868
Quercus douglasii,5,2061-2080_rcp85_CNRM-CM5,-0.8718797125711717
Quercus douglasii,6,2061-2080_rcp85_CNRM-CM5,-0.8768070915684802
Quercus douglasii,7,2061-2080_rcp85_CNRM-CM5,-0.918887955842365
